round_number,game_mode,is_rated,map_slug,is_team_duels,real_lat,real_lng,real_country,round_start,round_end,my_lat,my_lng,my_guessed_country,my_dist_m,my_dist_km,my_score,my_ttg_s,my_hp_before,my_hp_after,my_hp_delta,opp_lat,opp_lng,opp_guessed_country,opp_dist_m,opp_dist_km,opp_score,opp_ttg_s,opp_hp_before,opp_hp_after,opp_hp_delta,round_result,guessed_correctly,opp_correct,real_country_name,my_guessed_country_name,opp_guessed_country_name,region,dist_delta_km
7,StandardDuels,True,652ba0d9002aa0d36f996153,False,7.258815643620125,9.976999928557213,ng,2025-12-10 00:27:29.421000+00:00,2025-12-10 00:27:54.180000+00:00,6.546797756459481,3.554578335799872,ng,713361.215905212,713.36,3319.0,26.12,1851.0,1851.0,0.0,14.81946934609526,-17.4269540515428,sn,3103342.152166264,3103.34,841.0,9.76,2558.0,0.0,-2558.0,W,True,False,Nigeria,Nigeria,Senegal,,-2389.98
1,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,33.65009881267844,133.78021870998234,jp,2025-12-10 00:13:47.981000+00:00,2025-12-10 00:14:16.755000+00:00,34.76846152041436,135.593731259981,jp,208019.9145985439,208.02,4469.0,13.77,6000.0,6000.0,0.0,24.89747304496639,121.19675758773704,tw,1558788.709103477,1558.79,2156.0,22.95,6000.0,3687.0,-2313.0,W,True,False,Japan,Japan,"Taiwan, Province of China",,-1350.77
2,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,49.11822428914515,24.717235297760144,ua,2025-12-10 00:14:23.135000+00:00,2025-12-10 00:14:59.186000+00:00,44.61014243696423,17.402478957389246,ba,748077.2844458633,748.08,3340.0,37.41,6000.0,5909.0,-91.0,51.053955426366656,34.03361216703664,ua,698104.957486061,698.1,3431.0,21.05,3687.0,3687.0,0.0,L,False,True,Ukraine,Bosnia and Herzegovina,Ukraine,,49.98000000000002
3,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,36.55064537621513,129.00956483779274,kr,2025-12-10 00:15:12.688000+00:00,2025-12-10 00:15:54.589000+00:00,37.92588177917349,-5.516069185428491,es,10506965.89175324,10506.97,17.0,26.9,5909.0,5901.0,-8.0,41.78158254031824,1.4484334634596197,es,9806042.06169156,9806.04,25.0,41.77,3687.0,3687.0,0.0,L,False,False,"Korea, Republic of",Spain,Spain,,700.9299999999985
4,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,64.10433572719607,27.10980245122917,fi,2025-12-10 00:16:06.654000+00:00,2025-12-10 00:16:48.362000+00:00,61.63757411589721,26.07404157022693,fi,279264.2339672448,279.26,4301.0,26.71,5901.0,5901.0,0.0,59.5564868175492,15.74421187589833,se,780150.970188975,780.15,3282.0,27.83,3687.0,2668.0,-1019.0,W,True,False,Finland,Finland,Sweden,,-500.89
5,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,44.73912366524166,142.5507338636589,jp,2025-12-10 00:16:46.679000+00:00,2025-12-10 00:17:15.756000+00:00,34.9813675145483,135.8028546199375,jp,1227331.739766968,1227.33,2579.0,14.08,5901.0,5901.0,0.0,35.11358161995196,134.27074341841563,jp,1280654.3114328464,1280.65,2506.0,19.78,2668.0,2558.0,-110.0,W,True,True,Japan,Japan,Japan,,-53.320000000000164
6,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,-27.114532279630303,22.477137265332985,za,2025-12-10 00:17:18.759000+00:00,2025-12-10 00:18:02.037000+00:00,-27.28617622032269,27.40699221286476,za,487895.8302826672,487.9,3843.0,44.62,5901.0,5901.0,0.0,-32.81328830661163,139.23914399827302,au,10580836.664311403,10580.84,17.0,28.28,2558.0,0.0,-2558.0,W,True,False,South Africa,South Africa,Australia,,-10092.94
1,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,32.70853608640259,131.32293717969114,jp,2025-12-10 00:04:31.969000+00:00,2025-12-10 00:05:04.371000+00:00,37.17651107200745,140.1088361411128,jp,941775.4497594496,941.78,3008.0,17.4,6000.0,5192.0,-808.0,35.129761739908744,135.90249417095683,jp,500953.2836521368,500.95,3816.0,33.77,6000.0,6000.0,0.0,L,True,True,Japan,Japan,Japan,,440.83
2,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,-24.220246474492743,-69.09390550104804,cl,2025-12-10 00:05:17.896000+00:00,2025-12-10 00:05:48.916000+00:00,-29.96088776410029,-70.96863702125192,cl,664723.2252890188,664.72,3493.0,16.02,5192.0,5192.0,0.0,-14.408626915957951,-71.4840631638712,pe,1119367.073068333,1119.37,2733.0,32.38,6000.0,5240.0,-760.0,W,True,False,Chile,Chile,Peru,,-454.64999999999986
3,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,9.814632263083746,-74.43610378916675,co,2025-12-10 00:06:02.437000+00:00,2025-12-10 00:06:52.656000+00:00,9.867916924636049,-82.10868639954222,pa,840600.6167973401,840.6,3177.0,51.61,5192.0,5192.0,0.0,9.062054025486294,-83.5199655125086,cr,999877.6334215486,999.88,2915.0,35.22,5240.0,4978.0,-262.0,W,False,False,Colombia,Panama,Costa Rica,,-159.27999999999997
4,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,49.86478107869583,5.975683185134895,lu,2025-12-10 00:07:06.201000+00:00,2025-12-10 00:07:38.436000+00:00,49.8281032040672,6.081204073203246,lu,8595.3315493218,8.6,4977.0,33.61,5192.0,5192.0,0.0,49.767883587291365,6.216016498607075,lu,20332.7459361813,20.33,4945.0,17.23,4978.0,4946.0,-32.0,W,True,True,Luxembourg,Luxembourg,Luxembourg,,-11.729999999999999
5,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,34.423838962708246,-84.11359837914046,us,2025-12-10 00:07:51.964000+00:00,2025-12-10 00:08:46.214000+00:00,36.81647497102521,-94.40767212064148,us,967194.1876946816,967.19,2967.0,40.47,5192.0,4106.0,-1086.0,37.7987095828766,-79.4474520329821,us,562460.3111504077,562.46,3691.0,39.25,4946.0,4946.0,0.0,L,True,True,United States,United States,United States,South,404.73
6,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,51.11891162346705,5.7441019968665294,be,2025-12-10 00:08:44.751000+00:00,2025-12-10 00:09:17.015000+00:00,51.044398159413255,4.520734508027116,be,85856.8360955737,85.86,4774.0,33.63,4106.0,4106.0,0.0,55.373976096124295,11.44285664804464,dk,605918.9653675839,605.92,3606.0,17.26,4946.0,2610.0,-2336.0,W,True,False,Belgium,Belgium,Denmark,,-520.06
7,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,51.9632318092893,-8.741443961870786,ie,2025-12-10 00:09:30.537000+00:00,2025-12-10 00:10:13.806000+00:00,51.921742921898606,-2.133880470760265,gb,452792.1491727571,452.79,3916.0,44.64,4106.0,2751.0,-1355.0,53.49604715011877,-6.849795782982096,ie,212763.9185922405,212.76,4458.0,28.27,2610.0,2610.0,0.0,L,False,True,Ireland,United Kingdom,Ireland,,240.03000000000003
8,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,46.25519039679197,-114.1557043318724,us,2025-12-10 00:10:27.339000+00:00,2025-12-10 00:11:21.738000+00:00,46.24663656199295,-114.1560844392213,us,951.5919752453,0.95,4997.0,39.4,2751.0,2751.0,0.0,46.43740112695168,-109.8289732654605,us,332685.2634838772,332.69,4178.0,55.76,2610.0,153.0,-2457.0,W,True,True,United States,United States,United States,West,-331.74
9,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,34.67204611891423,137.89390512224386,jp,2025-12-10 00:11:35.259000+00:00,2025-12-10 00:12:18.661000+00:00,35.485201578080506,139.41547181729504,jp,165364.4457023582,165.36,4573.0,28.4,2751.0,2233.0,-518.0,35.15350607391141,136.88456501856305,jp,106471.5520902489,106.47,4721.0,38.24,153.0,153.0,0.0,L,True,True,Japan,Japan,Japan,,58.890000000000015
10,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,41.56241289334866,1.3975006126317688,es,2025-12-10 00:12:25.714000+00:00,2025-12-10 00:13:24.357000+00:00,41.38075056703752,13.903065805359196,it,1041206.5781187994,1041.21,2851.0,60.02,2233.0,0.0,-2233.0,41.188776150187806,-2.8068270329820955,es,353223.9240785307,353.22,4132.0,43.64,153.0,153.0,0.0,L,False,True,Spain,Italy,Spain,,687.99
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,47.7850609298007,22.43858486455596,hu,2025-12-09 18:39:10.056000+00:00,2025-12-09 18:40:08.583000+00:00,38.61911883390481,-96.4483590625354,us,8668391.42978578,8668.39,34.0,43.53,6000.0,3867.0,-2133.0,45.5796854370982,3.58536882153266,fr,1455179.611765509,1455.18,2167.0,56.37,6000.0,6000.0,0.0,L,False,False,Hungary,United States,France,,7213.209999999999
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,12.22327887775729,4.373640295858571,ng,2025-12-09 18:40:18.664000+00:00,2025-12-09 18:40:54.874000+00:00,7.379011012627725,3.889840804708156,ng,541258.5141682458,541.26,3664.0,21.21,3867.0,3867.0,0.0,5.88945313060392,-1.8221606047394527,gh,978971.5079562542,978.97,2849.0,33.18,6000.0,5185.0,-815.0,W,True,False,Nigeria,Nigeria,Ghana,,-437.71000000000004
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,14.08457406290192,-16.13305734913899,sn,2025-12-09 18:41:04.081000+00:00,2025-12-09 18:41:43.202000+00:00,14.285262860714043,-16.59682164631112,sn,54750.0927163873,54.75,4845.0,29.65,3867.0,3867.0,0.0,-32.22794636597728,23.57888811819633,za,6661340.594694424,6661.34,109.0,24.12,5185.0,449.0,-4736.0,W,True,False,Senegal,Senegal,South Africa,,-6606.59
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,-6.681568442673613,107.6987577783547,id,2025-12-09 18:41:45.985000+00:00,2025-12-09 18:42:37.089000+00:00,-6.22906940473299,107.01339487063584,id,90917.5964699583,90.92,4746.0,36.1,3867.0,3867.0,0.0,44.43307424851475,3.2674657404610574,fr,11671419.927989492,11671.42,6.0,47.92,449.0,0.0,-449.0,W,True,False,Indonesia,Indonesia,France,Java & Nusa Tenggara,-11580.5
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,63.51529038398501,-19.4635892014596,is,2025-12-09 18:35:38.424000+00:00,2025-12-09 18:36:00.778000+00:00,63.92858452896338,-21.15223227472877,is,94983.323590633,94.98,4734.0,7.35,6000.0,6000.0,0.0,,,,,,,,6000.0,1266.0,-4734.0,W,True,,Iceland,Iceland,,,
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,53.48826037314178,9.156069152665747,de,2025-12-09 18:36:14.377000+00:00,2025-12-09 18:36:54.335000+00:00,52.21626701231988,9.147496656878555,de,141440.3794627507,141.44,4610.0,24.96,6000.0,6000.0,0.0,51.94320236121951,4.592529577336171,nl,352050.9276896648,352.05,4084.0,31.88,1266.0,740.0,-526.0,W,True,False,Germany,Germany,Netherlands,,-210.61
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,62.51911172062371,149.6214858606794,ru,2025-12-09 18:36:58.494000+00:00,2025-12-09 18:37:31.546000+00:00,53.93086970030757,48.17419482131541,ru,5388177.995755524,5388.18,226.0,34.47,6000.0,5932.0,-68.0,59.47223285073083,47.4690266287944,ru,4933664.916274747,4933.66,294.0,18.05,740.0,740.0,0.0,L,True,True,Russian Federation,Russian Federation,Russian Federation,Eastern MD,454.52000000000044
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,39.92695729918471,21.81505062126852,gr,2025-12-09 18:37:45.142000+00:00,2025-12-09 18:38:29.068000+00:00,40.11231130765834,22.350606007864705,gr,50046.4855687129,50.05,4858.0,28.93,5932.0,5932.0,0.0,51.39271818566442,31.88494233034352,ua,1492854.8912058133,1492.85,2121.0,45.31,740.0,0.0,-740.0,W,True,False,Greece,Greece,Ukraine,,-1442.8
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,17.363397031788953,103.10616431100372,th,2025-12-09 18:24:03.013000+00:00,2025-12-09 18:24:26.944000+00:00,14.227397997715189,100.57745465626924,th,441335.6000871168,441.34,3880.0,8.93,6000.0,6000.0,0.0,12.777416657399414,99.78991474682974,th,621880.9450906784,621.88,3498.0,20.53,6000.0,5618.0,-382.0,W,True,True,Thailand,Thailand,Thailand,,-180.54000000000002
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,-39.73250533340405,-72.63724583233679,cl,2025-12-09 18:24:35.800000+00:00,2025-12-09 18:26:31.083000+00:00,48.51706776836773,13.156538202619368,de,12920798.834218638,12920.8,3.0,116.77,6000.0,2425.0,-3575.0,-34.654525461265635,-71.02080783988079,cl,582484.4627371023,582.48,3578.0,100.28,5618.0,5618.0,0.0,L,False,True,Chile,Germany,Chile,,12338.32
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,56.63272443639285,15.53768984524676,se,2025-12-09 18:26:44.772000+00:00,2025-12-09 18:27:17.599000+00:00,59.93335132587956,15.705366343415612,se,367143.5143719046,367.14,4049.0,17.83,2425.0,1798.0,-627.0,57.56468313563059,14.656324625088182,se,116500.5464587291,116.5,4676.0,31.18,5618.0,5618.0,0.0,L,True,True,Sweden,Sweden,Sweden,,250.64
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,54.32966146563084,-4.513838093658228,gb,2025-12-09 18:27:28.211000+00:00,2025-12-09 18:28:03.607000+00:00,55.62498951143743,-3.559390268337401,gb,156378.9026105813,156.38,4570.0,20.4,1798.0,1798.0,0.0,53.0715295808344,-7.426457545044179,ie,237313.3687947906,237.31,4363.0,36.88,5618.0,5411.0,-207.0,W,True,False,United Kingdom,United Kingdom,Ireland,,-80.93
5,StandardDuels,True,652ba0d9002aa0d36f996153,False,-43.54000069144096,172.6746454575097,nz,2025-12-09 18:28:17.287000+00:00,2025-12-09 18:29:19.441000+00:00,-41.13501016787492,175.8115663573735,nz,371420.4047121604,371.42,4039.0,47.15,1798.0,1798.0,0.0,-36.97074551972256,174.86206343892715,nz,753604.3757927774,753.6,3243.0,63.63,5411.0,4217.0,-1194.0,W,True,True,New Zealand,New Zealand,New Zealand,,-382.18
6,StandardDuels,True,652ba0d9002aa0d36f996153,False,43.5496751346819,18.0406082806148,ba,2025-12-09 18:29:33.223000+00:00,2025-12-09 18:30:12.901000+00:00,49.96814025802043,18.230466923564936,cz,713846.6092176435,713.85,3318.0,41.19,1798.0,530.0,-1268.0,46.10396404225607,14.301994743100334,si,409303.0431979158,409.3,3952.0,24.68,4217.0,4217.0,0.0,L,False,False,Bosnia and Herzegovina,Czechia,Slovenia,,304.55
7,StandardDuels,True,652ba0d9002aa0d36f996153,False,11.293310157293684,104.62554228845173,kh,2025-12-09 18:30:26.650000+00:00,2025-12-09 18:30:51.027000+00:00,11.58322901557164,104.8876278173302,kh,43071.3853196958,43.07,4878.0,9.38,530.0,530.0,0.0,12.1419775890664,105.24994855542762,kh,116305.3734412668,116.31,4677.0,25.84,4217.0,3715.0,-502.0,W,True,True,Cambodia,Cambodia,Cambodia,,-73.24000000000001
8,StandardDuels,True,652ba0d9002aa0d36f996153,False,-28.86543833147929,31.86436095617296,za,2025-12-09 18:31:04.696000+00:00,2025-12-09 18:32:19.960000+00:00,-29.22423568811113,26.142072279675,za,557642.4785597884,557.64,3629.0,60.26,530.0,530.0,0.0,-34.04701839496239,20.99477151654953,za,1180067.382763663,1180.07,2538.0,76.73,3715.0,442.0,-3273.0,W,True,True,South Africa,South Africa,South Africa,,-622.43
9,StandardDuels,True,652ba0d9002aa0d36f996153,False,54.97541642859164,-8.49769370062643,ie,2025-12-09 18:32:33.627000+00:00,2025-12-09 18:34:10.854000+00:00,53.69712087667845,-7.058305136259195,ie,170025.6033395746,170.03,4535.0,82.23,530.0,530.0,0.0,53.40361074917074,-9.52276173200766,ie,187063.530532459,187.06,4490.0,98.7,442.0,284.0,-158.0,W,True,True,Ireland,Ireland,Ireland,,-17.03
10,StandardDuels,True,652ba0d9002aa0d36f996153,False,-35.8518214067875,-69.78790893428283,ar,2025-12-09 18:34:24.537000+00:00,2025-12-09 18:35:11.169000+00:00,-23.26434553310381,-70.09747741928705,cl,1399981.1591801555,1399.98,2237.0,48.1,530.0,0.0,-530.0,-24.285283139931646,-68.10464920729436,cl,1296231.317041811,1296.23,2374.0,31.63,284.0,284.0,0.0,L,False,False,Argentina,Chile,Chile,Nuevo Cuyo,103.75
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,50.333266503480274,-4.638303894866602,gb,2025-12-09 18:18:27.007000+00:00,2025-12-09 18:19:01.090000+00:00,51.75286676195752,-3.613018276021725,gb,173360.4304434779,173.36,4526.0,19.08,6000.0,6000.0,0.0,53.15813059195116,-4.2748138684241965,gb,315104.6726589231,315.1,4172.0,35.54,6000.0,5646.0,-354.0,W,True,True,United Kingdom,United Kingdom,United Kingdom,,-141.74
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,54.95064285630189,-2.507884231824977,gb,2025-12-09 18:19:14.746000+00:00,2025-12-09 18:19:45.809000+00:00,53.57887066801479,-3.392557930218345,gb,162991.9102197379,162.99,4553.0,16.06,6000.0,5950.0,-50.0,55.9335619233137,-3.993618446438021,gb,143963.2878350126,143.96,4603.0,20.05,5646.0,5646.0,0.0,L,True,True,United Kingdom,United Kingdom,United Kingdom,,19.03
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,50.54116659281694,15.72537522311892,cz,2025-12-09 18:19:47.070000+00:00,2025-12-09 18:20:17.735000+00:00,50.06937867890779,14.603927964445589,cz,95368.3165523775,95.37,4733.0,15.66,5950.0,5950.0,0.0,45.75509860961995,16.00596985068222,hr,532592.3520973005,532.59,3682.0,24.54,5646.0,4595.0,-1051.0,W,True,False,Czechia,Czechia,Croatia,,-437.22
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,-30.926613731701167,148.33186925325575,au,2025-12-09 18:20:23.869000+00:00,2025-12-09 18:21:05.278000+00:00,-33.69579859919137,142.80068454157225,au,604016.6372377175,604.02,3534.0,26.41,5950.0,5539.0,-411.0,-34.02003879394349,150.75918603335933,au,412475.7036971043,412.48,3945.0,41.1,4595.0,4595.0,0.0,L,True,True,Australia,Australia,Australia,Eastern Australia,191.53999999999996
5,StandardDuels,True,652ba0d9002aa0d36f996153,False,5.611896075907034,-75.17990387273157,co,2025-12-09 18:21:17.258000+00:00,2025-12-09 18:21:54.318000+00:00,2.673234932072873,-75.31020092591098,co,327083.5063749636,327.08,4143.0,22.06,5539.0,5539.0,0.0,0.6553086562804686,-77.51766570260065,co,609172.9276221598,609.17,3523.0,33.29,4595.0,3665.0,-930.0,W,True,True,Colombia,Colombia,Colombia,,-282.09
6,StandardDuels,True,652ba0d9002aa0d36f996153,False,43.705462923012384,-90.58080366564066,us,2025-12-09 18:22:02.912000+00:00,2025-12-09 18:23:12.332000+00:00,39.22816111942948,-80.92386358303911,us,945268.8328350628,945.27,2905.0,68.38,5539.0,5539.0,0.0,43.14603518627864,-111.22489343353256,us,1664007.5860004704,1664.01,1922.0,54.42,3665.0,1699.0,-1966.0,W,True,True,United States,United States,United States,Midwest,-718.74
7,StandardDuels,True,652ba0d9002aa0d36f996153,False,8.949877230180885,-79.54557291659458,pa,2025-12-09 18:23:23.556000+00:00,2025-12-09 18:23:46.204000+00:00,9.008182944619437,-79.51196676856306,pa,7460.3586424019,7.46,4979.0,7.65,5539.0,5539.0,0.0,-0.2178225574444582,-78.52789927478226,ec,1025613.5686582368,1025.61,2774.0,17.76,1699.0,0.0,-1699.0,W,True,False,Panama,Panama,Ecuador,,-1018.1499999999999
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,23.4550619702215,120.4470059643152,tw,2025-12-09 18:14:04.836000+00:00,2025-12-09 18:14:58.010000+00:00,38.323907223727375,140.54015732008395,jp,2521256.284753128,2521.26,1174.0,38.17,6000.0,5158.0,-842.0,36.34246350763174,127.4048074532929,kr,1580963.0122481703,1580.96,2016.0,44.26,6000.0,6000.0,0.0,L,False,False,"Taiwan, Province of China",Japan,"Korea, Republic of",,940.3000000000002
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,61.17370072708335,-48.44777993353261,gl,2025-12-09 18:15:01.330000+00:00,2025-12-09 18:15:39.181000+00:00,62.12044797967177,-6.936924636869026,fo,2156964.46326305,2156.96,1448.0,22.85,5158.0,4369.0,-789.0,64.11728676784308,-21.57228702141569,is,1400163.6904074615,1400.16,2237.0,27.88,6000.0,6000.0,0.0,L,False,False,Greenland,Faroe Islands,Iceland,,756.8
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,10.55506732599071,107.1823731112128,vn,2025-12-09 18:15:41.454000+00:00,2025-12-09 18:16:14.662000+00:00,14.655044860274902,108.4251871969631,vn,475416.7459431009,475.42,3805.0,18.21,4369.0,4369.0,0.0,5.378381133693924,100.91475053093708,my,898535.2980993717,898.54,2984.0,27.01,6000.0,5179.0,-821.0,W,True,False,Viet Nam,Viet Nam,Malaysia,,-423.11999999999995
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,23.0084106144174,89.70276541978126,bd,2025-12-09 18:16:20.725000+00:00,2025-12-09 18:16:54.444000+00:00,23.755670117749453,90.31111471103954,bd,103727.0478962088,103.73,4711.0,18.72,4369.0,4369.0,0.0,13.768141471318549,100.471853423555,th,1530627.773637712,1530.63,2075.0,20.41,5179.0,2543.0,-2636.0,W,True,False,Bangladesh,Bangladesh,Thailand,,-1426.9
5,StandardDuels,True,652ba0d9002aa0d36f996153,False,11.55905638898908,104.89663829845442,kh,2025-12-09 18:16:53.368000+00:00,2025-12-09 18:17:16.413000+00:00,23.453698336728067,77.43089255425889,in,3190258.3042393583,3190.26,800.0,24.47,4369.0,711.0,-3658.0,18.01986895074321,102.71854647796354,la,755563.8498617434,755.56,3239.0,8.04,2543.0,2543.0,0.0,L,False,False,Cambodia,India,Lao People's Democratic Republic,,2434.7000000000003
6,StandardDuels,True,652ba0d9002aa0d36f996153,False,8.420592353378964,-81.04280626802435,pa,2025-12-09 18:17:30.132000+00:00,2025-12-09 18:18:13.860000+00:00,22.773374451291552,-101.76324540380055,mx,2726890.402736159,2726.89,1044.0,28.73,711.0,0.0,-711.0,3.773506935722676,-73.76119284193962,co,956461.3497797584,956.46,2886.0,37.06,2543.0,2543.0,0.0,L,False,False,Panama,Mexico,Colombia,,1770.4299999999998
1,StandardDuels,True,652ba0d9002aa0d36f996153,False,-30.478906705939945,28.59521261146659,za,2025-12-09 18:08:02.268000+00:00,2025-12-09 18:10:22.548000+00:00,40.76783498839632,34.2417174736057,tr,7943572.460778643,7943.57,52.0,125.28,6000.0,2983.0,-3017.0,-27.01018543711029,20.82941321960346,za,849378.8535925761,849.38,3069.0,137.86,6000.0,6000.0,0.0,L,False,True,South Africa,Türkiye,South Africa,,7094.19
2,StandardDuels,True,652ba0d9002aa0d36f996153,False,-34.4254634297248,150.86326180908796,au,2025-12-09 18:10:32.359000+00:00,2025-12-09 18:11:29.646000+00:00,-40.41568135217644,175.97144965860426,nz,2306180.388023055,2306.18,1329.0,42.29,2983.0,2983.0,0.0,-26.184996887782297,28.034175901938497,za,10978597.18570082,10978.6,9.0,55.47,6000.0,4680.0,-1320.0,W,False,False,Australia,New Zealand,South Africa,Eastern Australia,-8672.42
3,StandardDuels,True,652ba0d9002aa0d36f996153,False,1.274215016120822,103.8093529193002,sg,2025-12-09 18:11:40.070000+00:00,2025-12-09 18:12:03.659000+00:00,1.3130475529033458,103.84797899275988,sg,6089.563503496,6.09,4983.0,8.59,2983.0,2983.0,0.0,1.313284777025669,103.86539811472096,sg,7595.4427485684,7.6,4978.0,18.71,4680.0,4675.0,-5.0,W,True,True,Singapore,Singapore,Singapore,,-1.5099999999999998
4,StandardDuels,True,652ba0d9002aa0d36f996153,False,55.78328185745883,49.22860924704608,ru,2025-12-09 18:12:11.009000+00:00,2025-12-09 18:12:49.311000+00:00,55.16066155066615,38.5603988537197,ru,675252.5033521309,675.25,3392.0,23.3,2983.0,1397.0,-1586.0,55.7912045279181,49.1092259891391,ru,7515.8041186643,7.52,4978.0,34.82,4675.0,4675.0,0.0,L,True,True,Russian Federation,Russian Federation,Russian Federation,Central MD,667.73
5,StandardDuels,True,652ba0d9002aa0d36f996153,False,52.38685876373327,-7.157131616421089,ie,2025-12-09 18:12:58.057000+00:00,2025-12-09 18:13:35.887000+00:00,45.28130758324939,-76.70681418451557,ca,4951152.310488493,4951.15,291.0,39.26,1397.0,0.0,-1397.0,53.43217493892934,-6.813082079997908,ie,118501.1156215963,118.5,4671.0,22.83,4675.0,4675.0,0.0,L,False,True,Ireland,Canada,Ireland,,4832.65
1,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,-23.27427153295816,-68.00206982757466,cl,2025-12-08 21:45:27.792000+00:00,2025-12-08 21:45:53.459000+00:00,-47.8915127689811,-73.48319884810996,cl,2780074.8783943662,2780.07,1116.0,10.67,6000.0,2736.0,-3264.0,-24.8828208645722,-69.6589070241172,cl,245520.2393444374,245.52,4380.0,17.38,6000.0,6000.0,0.0,L,True,True,Chile,Chile,Chile,,2534.55
2,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,17.77339493029442,-64.77627041168236,vi,2025-12-08 21:45:57.414000+00:00,2025-12-08 21:46:29.377000+00:00,21.618191895059205,-101.87715226021668,mx,3898564.556912746,3898.56,610.0,16.96,2736.0,2063.0,-673.0,-0.994255666828868,-77.68837688827121,ec,2520532.205242028,2520.53,1283.0,30.02,6000.0,6000.0,0.0,L,False,False,"Virgin Islands, U.S.",Mexico,Ecuador,,1378.0299999999997
3,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,54.61082876915991,20.24115736006727,ru,2025-12-08 21:46:39.699000+00:00,2025-12-08 21:47:08.888000+00:00,49.70505458442328,14.627463616971914,cz,666038.6915665277,666.04,3491.0,14.19,2063.0,2063.0,0.0,43.41518531139592,27.097260599226257,bg,1340023.0016473322,1340.02,2427.0,25.68,6000.0,4936.0,-1064.0,W,False,False,Russian Federation,Czechia,Bulgaria,Leningrad MD,-673.98
4,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,53.89858804793162,17.40260169996609,pl,2025-12-08 21:47:17.635000+00:00,2025-12-08 21:47:38.929000+00:00,52.85969830400848,19.975183119987737,pl,206043.4716360439,206.04,4474.0,6.29,2063.0,2063.0,0.0,52.15931117536226,19.407763655740883,pl,235317.1296039758,235.32,4404.0,8.7,4936.0,4866.0,-70.0,W,True,True,Poland,Poland,Poland,,-29.28
5,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,-34.45760015038416,-60.1790233862016,ar,2025-12-08 21:47:38.581000+00:00,2025-12-08 21:48:11.341000+00:00,47.16900826448878,22.840176107440698,ro,12263914.892117135,12263.91,7.0,20.22,2063.0,2012.0,-51.0,43.40253512931939,-80.60398018512197,ca,8902145.298264831,8902.15,41.0,17.76,4866.0,4866.0,0.0,L,False,False,Argentina,Romania,Canada,Centro,3361.76
6,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,41.47175527681902,25.521082013308256,bg,2025-12-08 21:48:11.153000+00:00,2025-12-08 21:48:34.088000+00:00,42.77529556061326,20.4379615086407,xk,443484.6012826788,443.48,3936.0,7.94,2012.0,2012.0,0.0,40.725838500395184,15.037818316709185,it,881792.888113881,881.79,3107.0,18.8,4866.0,3208.0,-1658.0,W,False,False,Bulgaria,,Italy,,-438.30999999999995
7,NoMoveDuels,False,62a44b22040f04bd36e8a914,False,-19.76374726707757,-63.56355895734043,bo,2025-12-08 21:48:42.196000+00:00,2025-12-08 21:49:18.426000+00:00,6.382289401517246,-75.29090209112843,co,3177937.0931544644,3177.94,900.0,23.49,2012.0,0.0,-2012.0,-17.900094528153147,-63.19690080886004,bo,210790.4345146375,210.79,4463.0,21.23,3208.0,3208.0,0.0,L,False,True,"Bolivia, Plurinational State of",Colombia,"Bolivia, Plurinational State of",,2967.15
