round_number,game_mode,is_rated,map_slug,is_team_duels,real_lat,real_lng,real_country,round_start,round_end,my_lat,my_lng,my_guessed_country,my_dist_m,my_dist_km,my_score,my_ttg_s,my_hp_before,my_hp_after,my_hp_delta,opp_lat,opp_lng,opp_guessed_country,opp_dist_m,opp_dist_km,opp_score,opp_ttg_s,opp_hp_before,opp_hp_after,opp_hp_delta,round_result,guessed_correctly,opp_correct,real_country_name,my_guessed_country_name,opp_guessed_country_name,region,dist_delta_km
1,NmpzDuels,True,65c86935d327035509fd616f,False,54.87629529757859,-6.969400691784076,gb,2026-04-16 17:44:35.740000+00:00,2026-04-16 17:45:01.455000+00:00,47.778397117881866,5.689162477833927,fr,1178548.6293774853,1178.55,2777.0,10.71,6000.0,6000.0,0.0,-45.45908610821781,169.3320461015006,nz,18935705.3816264,18935.71,0.0,20.01,6000.0,3223.0,-2777.0,W,False,False,United Kingdom,France,New Zealand,,-17757.16
2,NmpzDuels,True,65c86935d327035509fd616f,False,-26.40400838491025,31.187711070534,sz,2026-04-16 17:45:08.043000+00:00,2026-04-16 17:45:43.111000+00:00,-8.123812636183988,-48.997798198785055,br,8633614.474910552,8633.61,67.0,20.07,6000.0,5987.0,-13.0,-17.74169796785576,-49.82668890915237,br,8274020.57917537,8274.02,80.0,32.47,3223.0,3223.0,0.0,L,False,False,Eswatini,Brazil,Brazil,,359.59000000000015
3,NmpzDuels,True,65c86935d327035509fd616f,False,-16.78804285056678,-72.30941703814604,pe,2026-04-16 17:45:52.802000+00:00,2026-04-16 17:46:52.716000+00:00,-19.80150308452299,-69.84139789292132,cl,424439.8846897544,424.44,4046.0,44.91,5987.0,5831.0,-156.0,-18.98540231082285,-69.63841626404022,cl,373596.6205755919,373.6,4150.0,56.38,3223.0,3223.0,0.0,L,False,False,Peru,Chile,Chile,,50.839999999999975
4,NmpzDuels,True,65c86935d327035509fd616f,False,-11.60870534234538,-51.12604612407077,br,2026-04-16 17:47:01.471000+00:00,2026-04-16 17:47:31.674000+00:00,-21.23983965857591,-52.86748882461648,br,1086873.48256154,1086.87,2907.0,15.2,5831.0,5831.0,0.0,-21.87507966027142,146.25728765826253,au,15836613.15202074,15836.61,2.0,23.33,3223.0,0.0,-3223.0,W,True,False,Brazil,Brazil,Australia,Norte,-14749.740000000002
1,NoMoveDuels,True,668ea3252973190af74233b5,False,17.140496024270703,-99.52918009614017,mx,2026-04-16 17:39:57.465000+00:00,2026-04-16 17:41:05.631000+00:00,-3.0224975516899604,-78.34365402166368,ec,3229867.4994752165,3229.87,998.0,53.17,6000.0,6000.0,0.0,-26.61854376094433,29.315022764049885,za,14666924.614882631,14666.92,3.0,57.8,6000.0,5005.0,-995.0,W,False,False,Mexico,Ecuador,South Africa,South,-11437.05
2,NoMoveDuels,True,668ea3252973190af74233b5,False,-29.691976933406604,-66.84663588501543,ar,2026-04-16 17:41:07.543000+00:00,2026-04-16 17:41:45.323000+00:00,-29.018435087408445,147.13461386775265,au,12557418.924408676,12557.42,9.0,39.29,6000.0,5999.0,-1.0,-28.64356859763404,150.0601403198891,au,12437108.493261302,12437.11,10.0,22.78,5005.0,5005.0,0.0,L,False,False,Argentina,Australia,Australia,Norte Grande,120.30999999999949
3,NoMoveDuels,True,668ea3252973190af74233b5,False,60.82658257694596,78.04946865213358,ru,2026-04-16 17:41:59.058000+00:00,2026-04-16 17:42:26.737000+00:00,54.71695279928267,53.201317918411085,ru,1609607.5537121012,1609.61,2239.0,16.23,5999.0,5999.0,0.0,51.244892462454686,39.2144055821879,ru,2588387.1080254265,2588.39,1374.0,12.68,5005.0,3707.0,-1298.0,W,True,True,Russian Federation,Russian Federation,Russian Federation,Central MD,-978.78
4,NoMoveDuels,True,668ea3252973190af74233b5,False,43.49191967062886,18.375351223342435,ba,2026-04-16 17:42:27.558000+00:00,2026-04-16 17:43:16.660000+00:00,58.869894548431176,26.14000555461875,ee,1790709.0235466133,1790.71,2046.0,36.06,5999.0,2151.0,-3848.0,44.01884885298587,16.491782806084395,ba,162225.917364959,162.23,4611.0,34.1,3707.0,3707.0,0.0,L,False,True,Bosnia and Herzegovina,Estonia,Bosnia and Herzegovina,,1628.48
5,NoMoveDuels,True,668ea3252973190af74233b5,False,-38.64604002092738,-69.07097781755151,ar,2026-04-16 17:43:15.889000+00:00,2026-04-16 17:43:56.950000+00:00,-26.01492084252357,-70.04471552361004,cl,1407466.413175658,1407.47,2477.0,42.56,2151.0,2151.0,0.0,-33.333185121375806,146.9046274135761,au,11192374.387832044,11192.37,19.0,26.06,3707.0,0.0,-3707.0,W,False,False,Argentina,Chile,Australia,Patagonia,-9784.900000000001
1,NmpzDuels,True,65c86935d327035509fd616f,False,60.416664920716585,25.6297126369174,fi,2026-04-16 17:37:20.211000+00:00,2026-04-16 17:37:44.235000+00:00,48.94030509128105,18.55814034962144,sk,1352826.944471409,1352.83,2545.0,25.54,6000.0,4773.0,-1227.0,59.47477218078347,15.64971172173315,se,564976.5184270021,564.98,3772.0,9.02,6000.0,6000.0,0.0,L,False,False,Finland,Slovakia,Sweden,,787.8499999999999
2,NmpzDuels,True,65c86935d327035509fd616f,False,49.56553356799279,6.300227391111573,lu,2026-04-16 17:37:57.962000+00:00,2026-04-16 17:38:24.054000+00:00,46.74090266468003,3.187235233129071,fr,389768.3749945966,389.77,4116.0,11.09,4773.0,4773.0,0.0,18.22656658689532,-96.51787993606018,mx,9360433.903797276,9360.43,47.0,25.93,6000.0,1931.0,-4069.0,W,False,False,Luxembourg,France,Mexico,,-8970.66
3,NmpzDuels,True,65c86935d327035509fd616f,False,-37.41128534564002,145.72396989778218,au,2026-04-16 17:38:36.177000+00:00,2026-04-16 17:38:58.630000+00:00,-34.674135823920565,146.54186541622215,au,313110.5930697638,313.11,4277.0,10.23,4773.0,3900.0,-873.0,-37.09650171076361,145.21080415483354,au,57341.0824714681,57.34,4859.0,7.45,1931.0,1931.0,0.0,L,True,True,Australia,Australia,Australia,Eastern Australia,255.77
4,NmpzDuels,True,65c86935d327035509fd616f,False,-27.924740845824303,-70.81990789454183,cl,2026-04-16 17:38:58.671000+00:00,2026-04-16 17:39:32.386000+00:00,-33.64081213125994,144.6166309007442,au,12217011.93412758,12217.01,11.0,18.71,3900.0,0.0,-3900.0,-33.780538882459204,-71.36073006602298,cl,653174.811639022,653.17,3609.0,31.25,1931.0,1931.0,0.0,L,False,True,Chile,Australia,Chile,,11563.84
1,NmpzDuels,True,65c86935d327035509fd616f,False,17.836038675297985,99.79296243671708,th,2026-04-16 17:35:34.025000+00:00,2026-04-16 17:35:55.159000+00:00,17.153898635503573,99.78981614257482,th,75851.245581996,75.85,4814.0,6.13,6000.0,6000.0,0.0,13.126255230866972,108.6158021455724,vn,1080470.32413064,1080.47,2916.0,18.49,6000.0,4102.0,-1898.0,W,True,False,Thailand,Thailand,Viet Nam,,-1004.62
2,NmpzDuels,True,65c86935d327035509fd616f,False,14.711553822477166,-12.413997563213416,sn,2026-04-16 17:36:04.793000+00:00,2026-04-16 17:36:26.434000+00:00,-25.99356778037637,26.818318827903948,za,6204486.159746081,6204.49,226.0,6.64,6000.0,6000.0,0.0,-30.67460062436349,-71.44330837590792,cl,8076167.89434444,8076.17,89.0,15.74,4102.0,3896.0,-206.0,W,False,False,Senegal,South Africa,Chile,,-1871.6800000000003
3,NmpzDuels,True,65c86935d327035509fd616f,False,47.478714270466206,34.73183797333429,ua,2026-04-16 17:36:32.803000+00:00,2026-04-16 17:36:57.477000+00:00,52.95305115056434,21.445324473234205,pl,1121735.9831448894,1121.74,2857.0,26.17,6000.0,6000.0,0.0,-30.60268417304493,-60.51448886608669,ar,12828110.967774697,12828.11,8.0,9.67,3896.0,0.0,-3896.0,W,False,False,Ukraine,Poland,Argentina,,-11706.37
1,NmpzDuels,True,65c86935d327035509fd616f,False,52.21065817489384,-4.357119317033609,gb,2026-04-16 15:33:25.194000+00:00,2026-04-16 15:33:55.938000+00:00,59.2838397836206,13.500008347906158,se,1359731.7797316443,1359.73,2537.0,32.24,6000.0,4066.0,-1934.0,51.90644068990826,-1.119928408692621,gb,223873.6178112844,223.87,4471.0,15.74,6000.0,6000.0,0.0,L,False,True,United Kingdom,Sweden,United Kingdom,,1135.8600000000001
2,NmpzDuels,True,65c86935d327035509fd616f,False,62.1936458082912,-133.69119785113458,ca,2026-04-16 15:34:09.636000+00:00,2026-04-16 15:34:33.762000+00:00,47.65946362079858,-79.13670864637571,ca,3700391.36588108,3700.39,789.0,11.28,4066.0,1872.0,-2194.0,50.333917058944095,-118.8245922796801,ca,1598562.654849607,1598.56,2252.0,9.13,6000.0,6000.0,0.0,L,True,True,Canada,Canada,Canada,North,2101.83
3,NmpzDuels,True,65c86935d327035509fd616f,False,-22.065555494055864,21.47415151483522,bw,2026-04-16 15:34:33.179000+00:00,2026-04-16 15:34:56.347000+00:00,-29.83223761914939,25.142514292164016,za,938082.3065409036,938.08,3131.0,8.17,1872.0,142.0,-1730.0,-23.687090706972143,25.48920811482465,bw,449090.274129013,449.09,3996.0,9.5,6000.0,6000.0,0.0,L,False,True,Botswana,South Africa,Botswana,,488.99000000000007
4,NmpzDuels,True,65c86935d327035509fd616f,False,40.71857840808208,24.6061780954816,gr,2026-04-16 15:34:54.934000+00:00,2026-04-16 15:35:16.243000+00:00,38.33562462103048,28.18006525664421,tr,405108.4843311116,405.11,4085.0,6.31,142.0,142.0,0.0,38.47856788195456,-0.7540451065695231,es,2179409.122797032,2179.41,1685.0,15.03,6000.0,3600.0,-2400.0,W,False,False,Greece,Türkiye,Spain,,-1774.2999999999997
5,NmpzDuels,True,65c86935d327035509fd616f,False,-38.08621672939543,177.28764482444043,nz,2026-04-16 15:35:22.216000+00:00,2026-04-16 15:35:43.326000+00:00,-40.99669003498362,175.65451704530017,nz,352610.4108784839,352.61,4193.0,6.11,142.0,0.0,-142.0,-39.29424446002612,175.4579112081894,nz,207988.7816835732,207.99,4507.0,9.54,3600.0,3600.0,0.0,L,True,True,New Zealand,New Zealand,New Zealand,,144.62
1,NmpzDuels,True,65c86935d327035509fd616f,False,-1.7768454734827352,-46.25657974946982,br,2026-04-16 15:29:36.749000+00:00,2026-04-16 15:30:00.418000+00:00,-8.42916303378423,-50.38723156372715,br,869606.1096750023,869.61,3240.0,8.67,6000.0,5781.0,-219.0,-8.407168495607563,-45.8789039202317,br,738442.6282619381,738.44,3459.0,10.31,6000.0,6000.0,0.0,L,True,True,Brazil,Brazil,Brazil,Norte,131.16999999999996
2,NmpzDuels,True,65c86935d327035509fd616f,False,38.44820114798337,-7.244159121189821,es,2026-04-16 15:29:59.316000+00:00,2026-04-16 15:30:20.010000+00:00,46.73129999933696,9.439371292828527,ch,1641981.693293942,1641.98,2203.0,7.6,5781.0,5781.0,0.0,-33.43144251426359,148.18358622511624,au,17741166.59135587,17741.17,1.0,5.69,6000.0,3798.0,-2202.0,W,False,False,Spain,Switzerland,Australia,,-16099.189999999999
3,NmpzDuels,True,65c86935d327035509fd616f,False,-19.29035859238813,19.326264500698937,na,2026-04-16 15:30:19.170000+00:00,2026-04-16 15:30:41.817000+00:00,-26.900825924504893,19.37675319210492,na,846261.077528926,846.26,3278.0,7.49,5781.0,5781.0,0.0,0.3515603079758976,37.79296683084221,ke,2971170.360412712,2971.17,1135.0,7.65,3798.0,584.0,-3214.0,W,True,False,Namibia,Namibia,Kenya,,-2124.91
4,NmpzDuels,True,65c86935d327035509fd616f,False,5.365171914738724,100.22009000706603,my,2026-04-16 15:30:39.082000+00:00,2026-04-16 15:31:24.359000+00:00,23.05672017715053,120.59834926330996,tw,2940406.3562818547,2940.41,1153.0,31.35,5781.0,1795.0,-3986.0,2.108898743089557,103.88671347454768,my,544590.2681798177,544.59,3810.0,30.28,584.0,584.0,0.0,L,False,True,Malaysia,"Taiwan, Province of China",Malaysia,,2395.8199999999997
5,NmpzDuels,True,65c86935d327035509fd616f,False,6.472756306594775,116.53432378008957,my,2026-04-16 15:31:22.692000+00:00,2026-04-16 15:31:45.856000+00:00,-7.516273581237245,112.30346151099604,id,1624750.1743169904,1624.75,2222.0,24.62,1795.0,1795.0,0.0,-18.979026680557592,-50.80078107049047,br,18062698.064583387,18062.7,1.0,8.16,584.0,0.0,-584.0,W,False,False,Malaysia,Indonesia,Brazil,,-16437.95
1,NoMoveDuels,True,668ea3252973190af74233b5,False,46.1249704369795,-75.93509260166782,ca,2026-04-16 15:26:01.407000+00:00,2026-04-16 15:26:30.867000+00:00,45.46769870372462,-75.74349826282811,ca,74579.3391949569,74.58,4817.0,30.94,6000.0,6000.0,0.0,38.8225909761771,-83.84765625,us,1038343.1635425048,1038.34,2978.0,14.46,6000.0,4161.0,-1839.0,W,True,False,Canada,Canada,United States,Ontario,-963.7599999999999
2,NoMoveDuels,True,668ea3252973190af74233b5,False,41.07139776893243,-83.26650189334308,us,2026-04-16 15:26:44.551000+00:00,2026-04-16 15:27:12.782000+00:00,38.66126022668076,-96.52271789982588,us,1161419.7479645016,1161.42,2801.0,14.31,6000.0,5346.0,-654.0,45.21300355599396,-76.11328125,ca,740390.0758246123,740.39,3455.0,13.23,4161.0,4161.0,0.0,L,True,False,United States,United States,Canada,Midwest,421.0300000000001
3,NoMoveDuels,True,668ea3252973190af74233b5,False,25.65265427962116,90.33595491709268,in,2026-04-16 15:27:11.143000+00:00,2026-04-16 15:27:39.783000+00:00,13.635132002324276,77.44430782681391,in,1896888.3199569369,1896.89,1940.0,30.1,5346.0,4374.0,-972.0,21.626903151652787,78.14122009226786,in,1319664.392278703,1319.66,2588.0,13.64,4161.0,4161.0,0.0,L,True,True,India,India,India,North Eastern Zone,577.23
4,NoMoveDuels,True,668ea3252973190af74233b5,False,56.1124822862428,63.65449132429819,ru,2026-04-16 15:27:53.443000+00:00,2026-04-16 15:28:23.318000+00:00,52.11889880999856,43.80855462638301,ru,1361906.4517685934,1361.91,2534.0,14.88,4374.0,4374.0,0.0,56.45477106717816,25.453228049724384,lv,2327642.458686943,2327.64,1565.0,20.67,4161.0,2707.0,-1454.0,W,True,False,Russian Federation,Russian Federation,Latvia,Central MD,-965.7299999999998
5,NoMoveDuels,True,668ea3252973190af74233b5,False,16.422790996594596,80.36287927866735,in,2026-04-16 15:28:26.402000+00:00,2026-04-16 15:28:51.719000+00:00,-4.186309500580114,-78.93046366787216,ec,17376951.47377157,17376.95,1.0,26.77,4374.0,0.0,-4374.0,21.861498734372567,79.1015625,in,619086.550638296,619.09,3671.0,10.32,2707.0,2707.0,0.0,L,False,True,India,Ecuador,India,Southern Zone,16757.86
1,NoMoveDuels,True,668ea3252973190af74233b5,False,23.67529826507472,56.52754576520286,om,2026-04-16 15:21:15.737000+00:00,2026-04-16 15:22:00.589000+00:00,22.07145210113682,-102.54364526080958,mx,14447436.863035616,14447.44,4.0,46.33,6000.0,4987.0,-1013.0,1.439193143004076,37.7940237094008,ke,3191522.7631678106,3191.52,1017.0,29.85,6000.0,6000.0,0.0,L,False,False,Oman,Mexico,Kenya,,11255.92
2,NoMoveDuels,True,668ea3252973190af74233b5,False,47.54499164821787,9.861221593167336,de,2026-04-16 15:22:14.274000+00:00,2026-04-16 15:22:41.294000+00:00,48.06407801695646,9.718917991273472,de,58690.0564329618,58.69,4856.0,12.02,4987.0,4987.0,0.0,49.2169262189389,7.932504601721613,de,234188.590610305,234.19,4448.0,19.26,6000.0,5592.0,-408.0,W,True,True,Germany,Germany,Germany,,-175.5
3,NoMoveDuels,True,668ea3252973190af74233b5,False,46.95722738820889,-120.31295504699403,us,2026-04-16 15:22:45.787000+00:00,2026-04-16 15:23:28.274000+00:00,37.6308937462097,-113.90701107455811,us,1162240.520718449,1162.24,2799.0,27.49,4987.0,4427.0,-560.0,40.3091693614574,-113.66549580330827,us,911768.0688066176,911.77,3172.0,30.17,5592.0,5592.0,0.0,L,True,True,United States,United States,United States,West,250.47000000000003
4,NoMoveDuels,True,668ea3252973190af74233b5,False,18.14625075413125,120.77250343311832,ph,2026-04-16 15:23:28.220000+00:00,2026-04-16 15:24:09.177000+00:00,-31.624485388903533,-61.78607624120141,ar,18494483.25363587,18494.48,0.0,25.96,4427.0,605.0,-3822.0,15.314456880484684,102.9069147337081,th,1927474.8954340883,1927.47,1911.0,37.13,5592.0,5592.0,0.0,L,False,False,Philippines,Argentina,Thailand,,16567.01
5,NoMoveDuels,True,668ea3252973190af74233b5,False,46.872396190367496,-1.5896402552069968,fr,2026-04-16 15:24:17.611000+00:00,2026-04-16 15:24:56.935000+00:00,47.3836766976541,4.107763191710556,fr,434656.9827851708,434.66,4025.0,26.94,605.0,605.0,0.0,48.84648867714869,6.821760807272543,fr,664398.6777865738,664.4,3589.0,24.32,5592.0,4938.0,-654.0,W,True,True,France,France,France,,-229.73999999999995
6,NoMoveDuels,True,668ea3252973190af74233b5,False,-10.165884650750474,-67.18833650101807,br,2026-04-16 15:24:56.917000+00:00,2026-04-16 15:25:42.950000+00:00,13.572733093901617,103.0622994691145,kh,18888797.015939552,18888.8,0.0,31.03,605.0,0.0,-605.0,-10.83330598364249,-48.955078125,br,1994585.2692778693,1994.59,1848.0,39.19,4938.0,4938.0,0.0,L,False,True,Brazil,Cambodia,Brazil,Norte,16894.21
1,NoMoveDuels,False,668ea3252973190af74233b5,False,50.85680145417131,3.223572666004567,be,2026-04-16 15:18:35.197000+00:00,2026-04-16 15:18:58.104000+00:00,55.83720230439389,9.401000699290622,dk,688513.3403755225,688.51,3546.0,24.36,6000.0,6000.0,0.0,56.37092356669143,10.540317758655693,dk,779425.8761784347,779.43,3389.0,7.91,6000.0,5843.0,-157.0,W,False,False,Belgium,Denmark,Denmark,,-90.91999999999996
2,NoMoveDuels,False,668ea3252973190af74233b5,False,56.94424423929958,16.43419692274172,se,2026-04-16 15:19:11.761000+00:00,2026-04-16 15:19:33.523000+00:00,42.83730184590027,-81.07030250473123,ca,6541226.35705602,6541.23,191.0,23.22,6000.0,2628.0,-3372.0,60.97467953725525,25.347184608760823,fi,678698.3934471183,678.7,3563.0,6.76,5843.0,5843.0,0.0,L,False,False,Sweden,Canada,Finland,,5862.53
3,NoMoveDuels,False,668ea3252973190af74233b5,False,55.86170113624931,68.72042427223244,ru,2026-04-16 15:19:47.184000+00:00,2026-04-16 15:20:20.608000+00:00,56.32802851140723,68.14695812566,ru,62880.3436867719,62.88,4846.0,18.42,2628.0,2628.0,0.0,55.72594749974191,24.12784576683044,lt,2738767.3979516374,2738.77,1275.0,22.27,5843.0,487.0,-5356.0,W,True,False,Russian Federation,Russian Federation,Lithuania,Central MD,-2675.89
4,NoMoveDuels,False,668ea3252973190af74233b5,False,13.161351900978774,101.81017313491728,th,2026-04-16 15:20:21.707000+00:00,2026-04-16 15:20:55.684000+00:00,11.774402775434188,104.14179419266758,kh,296420.9567578914,296.42,4312.0,35.46,2628.0,2628.0,0.0,16.8977921589454,100.01958154333312,th,457797.6878809109,457.8,3979.0,18.98,487.0,0.0,-487.0,W,False,True,Thailand,Cambodia,Thailand,,-161.38
1,NoMoveDuels,True,668ea3252973190af74233b5,False,-26.05100969996597,30.768173943997187,za,2026-04-15 14:09:28.112000+00:00,2026-04-15 14:10:09.196000+00:00,-13.211012852330374,-72.16492430773565,pe,10616171.537540372,10616.17,25.0,26.08,6000.0,6000.0,0.0,29.57304768722925,-111.18704535833812,mx,16269423.213798624,16269.42,1.0,37.25,6000.0,5976.0,-24.0,W,False,False,South Africa,Peru,Mexico,,-5653.25
2,NoMoveDuels,True,668ea3252973190af74233b5,False,-21.32418189524749,25.99963525846518,bw,2026-04-15 14:10:17.618000+00:00,2026-04-15 14:10:42.654000+00:00,-24.18133834579305,27.754856849894285,za,365126.9595048419,365.13,4167.0,26.51,6000.0,5847.0,-153.0,-23.853100292346497,25.20125350486161,bw,292902.3161535892,292.9,4320.0,10.04,5976.0,5976.0,0.0,L,False,True,Botswana,South Africa,Botswana,,72.23000000000002
3,NoMoveDuels,True,668ea3252973190af74233b5,False,37.784591541965135,31.61479635624532,tr,2026-04-15 14:10:56.326000+00:00,2026-04-15 14:11:28.186000+00:00,53.7815145167811,21.66671130841758,pl,1934470.3531356943,1934.47,1904.0,18.5,5847.0,2475.0,-3372.0,40.08816692699877,34.74460521734503,tr,372632.8401652709,372.63,4152.0,16.86,5976.0,5976.0,0.0,L,False,True,Türkiye,Poland,Türkiye,,1561.8400000000001
4,NoMoveDuels,True,668ea3252973190af74233b5,False,9.196235516858383,99.50994194561449,th,2026-04-15 14:11:27.073000+00:00,2026-04-15 14:11:54.222000+00:00,6.957798292180505,80.02102760633107,lk,2159611.158622753,2159.61,1702.0,12.15,2475.0,0.0,-2475.0,16.100738611545726,102.03345224943814,th,815040.1314816867,815.04,3329.0,20.25,5976.0,5976.0,0.0,L,False,True,Thailand,Sri Lanka,Thailand,,1344.5700000000002
1,NoMoveDuels,True,668ea3252973190af74233b5,False,55.38753315512479,36.86713198378447,ru,2026-04-15 14:06:13.407000+00:00,2026-04-15 14:06:38.543000+00:00,43.20708314192368,-71.92068611563114,us,7174810.550155097,7174.81,139.0,10.14,6000.0,2492.0,-3508.0,49.7244806667643,36.035155043883954,ua,632197.1869416883,632.2,3647.0,23.5,6000.0,6000.0,0.0,L,False,False,Russian Federation,United States,Ukraine,Leningrad MD,6542.610000000001
2,NoMoveDuels,True,668ea3252973190af74233b5,False,48.78047728500788,0.4632601349850193,fr,2026-04-15 14:06:49.166000+00:00,2026-04-15 14:07:15.327000+00:00,49.32515435007292,9.08270809856249,de,630690.2400337423,630.69,3650.0,11.16,2492.0,2492.0,0.0,46.89998053518497,22.828968050723294,ro,1676130.812564538,1676.13,2166.0,24.71,6000.0,4516.0,-1484.0,W,False,False,France,Germany,Romania,,-1045.44
1,NoMoveDuels,True,668ea3252973190af74233b5,False,53.32360350745042,-8.19242375256245,ie,2026-04-15 14:04:26.909000+00:00,2026-04-15 14:05:18.468000+00:00,53.05049263619683,9.242286673045175,de,1159159.665897933,1159.16,2804.0,42.4,6000.0,4112.0,-1888.0,52.839089743500594,-6.461031917235576,ie,127573.4948216012,127.57,4692.0,36.56,6000.0,6000.0,0.0,L,False,True,Ireland,Germany,Ireland,,1031.5900000000001
2,NoMoveDuels,True,668ea3252973190af74233b5,False,55.833524259257686,8.625877988907385,dk,2026-04-15 14:05:21.571000+00:00,2026-04-15 14:05:52.096000+00:00,39.78390440503317,-95.6260690724736,us,7223524.620620515,7223.52,136.0,31.99,4112.0,0.0,-4112.0,55.58379168216594,9.654769927257083,dk,70183.6386535982,70.18,4828.0,15.53,6000.0,6000.0,0.0,L,False,True,Denmark,United States,Denmark,,7153.34
1,NoMoveDuels,True,668ea3252973190af74233b5,False,44.15611028406838,-108.8713172184258,us,2026-04-15 13:56:02.417000+00:00,2026-04-15 13:56:31.728000+00:00,44.321519405652445,-107.1412379189594,us,139044.6496883536,139.04,4665.0,14.31,6000.0,6000.0,0.0,61.57696920826998,-147.24508084632984,us,3148359.557709845,3148.36,1039.0,28.2,6000.0,2374.0,-3626.0,W,True,True,United States,United States,United States,West,-3009.32
2,NoMoveDuels,True,668ea3252973190af74233b5,False,-15.601436102109217,-47.40063356976312,br,2026-04-15 13:56:42.860000+00:00,2026-04-15 13:57:16.157000+00:00,-7.237386393140467,-44.08538726441362,br,997637.0768012612,997.64,3039.0,34.75,6000.0,5550.0,-450.0,-9.248010965245298,-46.08580562742252,br,720735.4163960955,720.74,3489.0,18.3,2374.0,2374.0,0.0,L,True,True,Brazil,Brazil,Brazil,Nordeste,276.9
3,NoMoveDuels,True,668ea3252973190af74233b5,False,51.52819788985648,15.061260408447112,pl,2026-04-15 13:57:29.801000+00:00,2026-04-15 13:58:12.105000+00:00,59.18496318321044,29.039132881083727,ru,1222478.774386966,1222.48,2717.0,39.45,5550.0,5550.0,0.0,61.778796807267135,24.445023005448377,fi,1273060.396767425,1273.06,2649.0,27.3,2374.0,2272.0,-102.0,W,False,False,Poland,Russian Federation,Finland,,-50.57999999999993
4,NoMoveDuels,True,668ea3252973190af74233b5,False,43.82612349975119,43.35069205415108,ru,2026-04-15 13:58:21.501000+00:00,2026-04-15 13:59:11.340000+00:00,52.64918944990316,85.83910973527522,ru,3242817.735715358,3242.82,991.0,42.48,5550.0,5550.0,0.0,56.91553520352797,119.8532111210817,ru,5311701.745204407,5311.7,353.0,34.84,2272.0,996.0,-1276.0,W,True,True,Russian Federation,Russian Federation,Russian Federation,Southern MD,-2068.8799999999997
5,NoMoveDuels,True,668ea3252973190af74233b5,False,51.48043875328914,128.36755618476562,ru,2026-04-15 13:59:16.221000+00:00,2026-04-15 13:59:52.314000+00:00,56.605130984684,36.991955364813066,ru,5541400.393617898,5541.4,315.0,21.09,5550.0,5518.0,-32.0,52.56967299690076,44.296875,ru,5411839.419092922,5411.84,336.0,27.05,996.0,996.0,0.0,L,True,True,Russian Federation,Russian Federation,Russian Federation,Eastern MD,129.5599999999995
6,NoMoveDuels,True,668ea3252973190af74233b5,False,44.77913368663676,1.4957136716907264,fr,2026-04-15 13:59:55.621000+00:00,2026-04-15 14:00:27.010000+00:00,48.19628357306139,17.224453040872266,sk,1260060.5387079855,1260.06,2666.0,27.71,5518.0,5518.0,0.0,50.30828280886976,16.50850232150127,pl,1280358.9610960074,1280.36,2639.0,16.39,996.0,928.0,-68.0,W,False,False,France,Slovakia,Poland,,-20.299999999999955
7,NoMoveDuels,True,668ea3252973190af74233b5,False,54.37372182889696,-108.28708001603216,ca,2026-04-15 14:00:35.577000+00:00,2026-04-15 14:01:09.842000+00:00,41.06292028899653,-96.09048333176166,us,1733228.32130156,1733.23,2105.0,19.27,5518.0,3470.0,-2048.0,47.83820330423282,-99.7369054897032,us,939093.8032095802,939.09,3129.0,27.77,928.0,928.0,0.0,L,False,False,Canada,United States,United States,Prairie Provinces,794.14
8,NoMoveDuels,True,668ea3252973190af74233b5,False,65.12436897897717,-16.22821670438818,is,2026-04-15 14:01:15.605000+00:00,2026-04-15 14:02:01.952000+00:00,-51.69968544565548,-71.77637422118804,ar,13828857.7569421,13828.86,5.0,31.35,3470.0,3465.0,-5.0,-45.760528067789146,-72.93747786154339,cl,13261882.714345513,13261.88,7.0,44.88,928.0,928.0,0.0,L,False,False,Iceland,Argentina,Chile,,566.9800000000014
9,NoMoveDuels,True,668ea3252973190af74233b5,False,52.16746395291817,-1.4848635292985366,gb,2026-04-15 14:02:12.732000+00:00,2026-04-15 14:02:42.285000+00:00,51.60504664494336,-1.5050793093620851,gb,62553.3395772728,62.55,4846.0,30.99,3465.0,3363.0,-102.0,52.11439518752158,-2.1899127938001373,gb,48474.7790824935,48.47,4880.0,14.55,928.0,928.0,0.0,L,True,True,United Kingdom,United Kingdom,United Kingdom,,14.079999999999998
10,NoMoveDuels,True,668ea3252973190af74233b5,False,6.656218946117918,124.77616661526194,ph,2026-04-15 14:02:55.950000+00:00,2026-04-15 14:03:45.577000+00:00,11.579729313011276,122.56233529220756,ph,598965.5402149812,598.97,3708.0,34.42,3363.0,3363.0,0.0,0.7239213005737034,122.78743895792424,id,695544.006470165,695.54,3534.0,34.63,928.0,406.0,-522.0,W,True,False,Philippines,Philippines,Indonesia,,-96.56999999999994
11,NoMoveDuels,True,668ea3252973190af74233b5,False,-19.22672111843508,-50.68994505116617,br,2026-04-15 14:03:42.931000+00:00,2026-04-15 14:04:17.086000+00:00,-15.529123005839644,-49.23918061869673,br,439020.4197864489,439.02,4016.0,19.16,3363.0,3363.0,0.0,-30.487048428975488,-53.74166743496557,br,1289196.8926502052,1289.2,2628.0,22.45,406.0,0.0,-406.0,W,True,True,Brazil,Brazil,Brazil,Centro-Oeste,-850.1800000000001
