rounds_played,start_time,end_time,my_health,opp_health,my_avg_dist_m,opp_avg_dist_m,my_avg_dist_km,opp_avg_dist_km,game_mode,is_rated,is_team_duels,result
4,2025-12-01 18:36:23.603000+00:00,2025-12-01 18:39:51.850000+00:00,3673.0,0.0,823673.06,4291913.49,823.67,4291.91,StandardDuels,True,False,W
6,2025-12-01 18:40:47.744000+00:00,2025-12-01 18:44:39.777000+00:00,2592.0,0.0,461747.92,2167196.67,461.75,2167.2,StandardDuels,True,False,W
3,2025-12-02 12:17:28.840000+00:00,2025-12-02 12:19:25.699000+00:00,6000.0,0.0,842163.92,5388774.06,842.16,5388.77,StandardDuels,True,False,W
7,2025-12-02 12:20:00.692000+00:00,2025-12-02 12:25:24.081000+00:00,0.0,4805.0,1258983.83,1028311.26,1258.99,1028.31,NoMoveDuels,True,False,L
3,2025-12-02 12:25:46.439000+00:00,2025-12-02 12:28:11.337000+00:00,0.0,6000.0,9875978.09,1328619.98,9875.98,1328.62,NoMoveDuels,True,False,L
7,2025-12-02 12:28:47.429000+00:00,2025-12-02 12:33:06.776000+00:00,2516.0,0.0,1951347.17,2284488.36,1951.35,2284.49,NoMoveDuels,True,False,W
9,2025-12-02 12:35:29.749000+00:00,2025-12-02 12:42:34.271000+00:00,2295.0,0.0,848127.96,992725.01,848.13,992.72,NoMoveDuels,True,False,W
2,2025-12-02 12:43:17.836000+00:00,2025-12-02 12:45:07.419000+00:00,6000.0,0.0,87145.9,2102964.26,87.14,2102.96,StandardDuels,True,False,W
4,2025-12-02 13:02:43.195000+00:00,2025-12-02 13:05:34.704000+00:00,4104.0,0.0,960986.44,909294.49,960.99,909.3,StandardDuels,True,False,W
9,2025-12-02 13:05:55.100000+00:00,2025-12-02 13:15:04.809000+00:00,1977.0,0.0,2268264.17,4145394.14,2268.27,4145.39,StandardDuels,True,False,W
6,2025-12-02 13:16:13.571000+00:00,2025-12-02 13:22:56.313000+00:00,2190.0,0.0,2188774.35,3016319.16,2188.78,3016.32,StandardDuels,True,False,W
6,2025-12-02 13:23:17.397000+00:00,2025-12-02 13:27:21.815000+00:00,5305.0,0.0,790848.04,1381303.95,790.85,1381.3,StandardDuels,True,False,W
5,2025-12-02 13:27:45.136000+00:00,2025-12-02 13:32:06.682000+00:00,5998.0,0.0,894453.74,2087942.91,894.45,2087.94,StandardDuels,True,False,W
6,2025-12-02 13:32:56.926000+00:00,2025-12-02 13:39:38.184000+00:00,2775.0,0.0,2241535.44,2424228.35,2241.53,2424.23,StandardDuels,True,False,W
6,2025-12-03 21:33:23.517000+00:00,2025-12-03 21:37:34.828000+00:00,0.0,3282.0,1488467.14,1054940.28,1488.47,1054.94,StandardDuels,True,False,L
7,2025-12-03 21:37:48.786000+00:00,2025-12-03 21:42:04.283000+00:00,0.0,1692.0,3093375.79,1712183.73,3093.38,1712.18,NoMoveDuels,True,False,L
7,2025-12-03 21:42:29.559000+00:00,2025-12-03 21:48:14.512000+00:00,1550.0,0.0,1722240.55,1707794.88,1722.24,1707.79,NoMoveDuels,True,False,W
3,2025-12-03 21:49:07.591000+00:00,2025-12-03 21:51:06.396000+00:00,0.0,6000.0,8400771.01,800771.69,8400.77,800.77,NoMoveDuels,True,False,L
6,2025-12-03 21:51:28.212000+00:00,2025-12-03 21:54:56.413000+00:00,0.0,3364.0,1778272.9,2723506.17,1778.27,2723.5,NoMoveDuels,True,False,L
4,2025-12-03 21:55:39.758000+00:00,2025-12-03 21:58:27.757000+00:00,0.0,3074.0,3326789.4,448875.58,3326.79,448.87,NoMoveDuels,True,False,L
7,2025-12-03 21:59:00.289000+00:00,2025-12-03 22:04:08.607000+00:00,257.0,0.0,4238201.18,1825551.7,4238.2,1825.55,NoMoveDuels,True,False,W
4,2025-12-03 23:39:29.935000+00:00,2025-12-03 23:42:19.792000+00:00,0.0,5756.0,11350857.12,5032604.0,11350.86,5032.6,NoMoveDuels,True,False,L
5,2025-12-04 10:36:36.173000+00:00,2025-12-04 10:40:46.735000+00:00,0.0,1075.0,4260794.67,2201425.82,4260.79,2201.43,NoMoveDuels,True,False,L
5,2025-12-04 10:40:56.645000+00:00,2025-12-04 10:44:28.963000+00:00,0.0,4658.0,3346415.11,986804.88,3346.42,986.8,NoMoveDuels,True,False,L
7,2025-12-04 10:44:49.189000+00:00,2025-12-04 10:50:29.317000+00:00,0.0,3566.0,5465667.77,4324193.52,5465.67,4324.19,NoMoveDuels,True,False,L
5,2025-12-04 10:50:50.451000+00:00,2025-12-04 10:53:22.871000+00:00,0.0,2708.0,6496313.17,1402153.95,6496.31,1402.15,NoMoveDuels,True,False,L
5,2025-12-04 10:54:16.263000+00:00,2025-12-04 10:58:49.095000+00:00,0.0,2897.0,2955601.44,1310914.1,2955.6,1310.91,NoMoveDuels,True,False,L
8,2025-12-04 10:59:08.067000+00:00,2025-12-04 11:06:07.829000+00:00,1703.0,0.0,355624.39,867711.62,355.62,867.71,StandardDuels,True,False,W
5,2025-12-04 11:10:08.240000+00:00,2025-12-04 11:15:00.933000+00:00,2191.0,0.0,890915.54,2830126.04,890.92,2830.12,StandardDuels,True,False,W
6,2025-12-04 15:35:45.041000+00:00,2025-12-04 15:41:27.588000+00:00,0.0,6000.0,1088906.81,552011.35,1088.91,552.01,StandardDuels,True,False,L
7,2025-12-04 15:41:49.554000+00:00,2025-12-04 15:51:16.459000+00:00,0.0,4139.0,2849383.56,522565.51,2849.38,522.57,StandardDuels,True,False,L
4,2025-12-06 23:01:36.603000+00:00,2025-12-06 23:04:21.540000+00:00,4848.0,0.0,819174.68,1458423.76,819.18,1458.42,StandardDuels,True,False,W
7,2025-12-08 21:45:27.792000+00:00,2025-12-08 21:49:18.426000+00:00,0.0,3208.0,3348008.31,2048017.31,3348.01,2048.02,NoMoveDuels,False,False,L
5,2025-12-09 18:08:02.268000+00:00,2025-12-09 18:13:35.887000+00:00,0.0,4675.0,3176449.45,2392317.68,3176.45,2392.32,StandardDuels,True,False,L
6,2025-12-09 18:14:04.836000+00:00,2025-12-09 18:18:13.860000+00:00,0.0,2543.0,1862418.87,1187052.5,1862.42,1187.05,StandardDuels,True,False,L
7,2025-12-09 18:18:27.007000+00:00,2025-12-09 18:23:46.204000+00:00,5539.0,0.0,330792.86,671847.16,330.79,671.85,StandardDuels,True,False,W
10,2025-12-09 18:24:03.013000+00:00,2025-12-09 18:35:11.169000+00:00,0.0,284.0,1714164.45,550075.43,1714.16,550.07,StandardDuels,True,False,L
4,2025-12-09 18:35:38.424000+00:00,2025-12-09 18:38:29.068000+00:00,5932.0,0.0,1418662.05,2259523.58,1418.66,2259.52,StandardDuels,True,False,W
4,2025-12-09 18:39:10.056000+00:00,2025-12-09 18:42:37.089000+00:00,3867.0,0.0,2338829.41,5191727.91,2338.83,5191.73,StandardDuels,True,False,W
10,2025-12-10 00:04:31.969000+00:00,2025-12-10 00:13:24.357000+00:00,0.0,153.0,516906.04,481405.47,516.91,481.4,NoMoveDuels,False,False,L
6,2025-12-10 00:13:47.981000+00:00,2025-12-10 00:18:02.037000+00:00,5901.0,0.0,2242925.82,4117429.61,2242.93,4117.43,NoMoveDuels,False,False,W
7,2025-12-10 00:18:53.745000+00:00,2025-12-10 00:27:54.180000+00:00,1851.0,0.0,590281.43,799530.01,590.28,799.53,StandardDuels,True,False,W
8,2025-12-10 00:28:31.308000+00:00,2025-12-10 00:35:10.165000+00:00,0.0,5188.0,1737711.94,408643.7,1737.71,408.64,StandardDuels,True,False,L
7,2025-12-10 00:35:36.418000+00:00,2025-12-10 00:44:17.736000+00:00,3949.0,0.0,1011351.56,959369.58,1011.35,959.37,StandardDuels,True,False,W
10,2025-12-10 00:47:43.693000+00:00,2025-12-10 00:57:33.830000+00:00,3230.0,0.0,401772.37,552969.15,401.77,552.97,StandardDuels,True,False,W
3,2025-12-10 16:23:13.889000+00:00,2025-12-10 16:25:47.053000+00:00,6000.0,0.0,220374.76,1580102.09,220.37,1580.1,StandardDuels,False,False,W
9,2025-12-10 16:26:39.508000+00:00,2025-12-10 16:33:55.637000+00:00,0.0,945.0,508302.24,929093.43,508.3,929.09,NoMoveDuels,False,False,L
5,2025-12-10 16:34:42.548000+00:00,2025-12-10 16:39:30.422000+00:00,0.0,5801.0,1519665.96,712785.21,1519.67,712.79,StandardDuels,True,False,L
8,2025-12-10 16:40:27.652000+00:00,2025-12-10 16:46:46.898000+00:00,2518.0,0.0,882959.19,1492098.63,882.96,1492.1,StandardDuels,True,False,W
8,2025-12-10 16:47:29.225000+00:00,2025-12-10 16:54:28.149000+00:00,0.0,5420.0,559431.22,212907.64,559.43,212.91,StandardDuels,True,False,L
7,2025-12-10 16:54:48.936000+00:00,2025-12-10 17:00:38.590000+00:00,0.0,5109.0,1141202.77,294058.07,1141.2,294.06,StandardDuels,True,False,L
7,2025-12-10 17:05:22.354000+00:00,2025-12-10 17:10:13.986000+00:00,1237.0,0.0,2326903.46,2718195.64,2326.9,2718.2,StandardDuels,True,False,W
6,2025-12-10 17:10:44.600000+00:00,2025-12-10 17:15:10.519000+00:00,1967.0,0.0,1237190.79,3181102.58,1237.19,3181.1,StandardDuels,True,False,W
7,2025-12-10 21:33:31.525000+00:00,2025-12-10 21:40:12.919000+00:00,0.0,5982.0,3334794.2,3333350.24,3334.8,3333.35,NoMoveDuels,False,False,L
5,2025-12-10 21:48:11.281000+00:00,2025-12-10 21:52:14.127000+00:00,0.0,4878.0,4505311.07,677922.23,4505.31,677.92,NoMoveDuels,False,False,L
8,2025-12-10 21:53:45.040000+00:00,2025-12-10 22:00:21.796000+00:00,1784.0,0.0,1301305.99,1211553.09,1301.3,1211.55,NoMoveDuels,False,False,W
6,2025-12-10 22:32:46.566000+00:00,2025-12-10 22:36:55.784000+00:00,5673.0,0.0,507978.52,3563762.46,507.98,3563.76,NoMoveDuels,False,False,W
5,2025-12-10 22:39:03.074000+00:00,2025-12-10 22:43:01.734000+00:00,0.0,658.0,3519332.16,2472781.8,3519.33,2472.78,NoMoveDuels,False,False,L
9,2025-12-10 22:43:09.338000+00:00,2025-12-10 22:50:07.586000+00:00,0.0,3640.0,3872470.42,1891510.1,3872.47,1891.51,NoMoveDuels,False,False,L
3,2025-12-10 22:50:34.176000+00:00,2025-12-10 22:52:48.006000+00:00,0.0,6000.0,1383559.79,105124.32,1383.56,105.12,StandardDuels,True,False,L
5,2025-12-10 22:54:44.095000+00:00,2025-12-10 22:59:30.088000+00:00,2106.0,0.0,1129128.81,4213918.09,1129.13,4213.92,StandardDuels,True,False,W
7,2025-12-10 22:59:35.981000+00:00,2025-12-10 23:04:55.967000+00:00,2126.0,0.0,718011.64,1571488.82,718.01,1571.49,StandardDuels,True,False,W
3,2025-12-10 23:05:16.877000+00:00,2025-12-10 23:07:07.237000+00:00,6000.0,0.0,464445.96,10639934.2,464.45,10639.93,StandardDuels,True,False,W
9,2025-12-11 00:11:51.123000+00:00,2025-12-11 00:16:07.498000+00:00,0.0,5740.0,2805005.13,2258215.93,2805.01,2258.21,StandardDuels,True,False,L
5,2025-12-12 10:34:36.792000+00:00,2025-12-12 10:39:19.128000+00:00,0.0,6000.0,3275140.98,2771946.25,3275.14,2771.95,NoMoveDuels,False,False,L
6,2025-12-12 10:42:21.552000+00:00,2025-12-12 10:47:12.211000+00:00,1715.0,0.0,3173696.42,4006916.24,3173.7,4006.92,NoMoveDuels,False,False,W
5,2025-12-12 10:47:35.076000+00:00,2025-12-12 10:51:26.887000+00:00,0.0,1723.0,6373421.04,3767115.89,6373.42,3767.11,NoMoveDuels,True,False,L
6,2025-12-12 10:53:09.974000+00:00,2025-12-12 10:58:23.911000+00:00,1994.0,0.0,3052509.99,1438233.41,3052.51,1438.24,NoMoveDuels,True,False,W
4,2025-12-12 16:52:04.430000+00:00,2025-12-12 16:55:46.660000+00:00,0.0,5620.0,5331618.98,721444.54,5331.62,721.44,NoMoveDuels,True,False,L
7,2025-12-12 16:56:16.177000+00:00,2025-12-12 17:02:05.925000+00:00,4115.0,0.0,1386168.4,2764366.9,1386.17,2764.37,NoMoveDuels,True,False,W
5,2025-12-12 17:02:15.721000+00:00,2025-12-12 17:06:34.936000+00:00,0.0,4192.0,5661594.64,433249.89,5661.59,433.25,NoMoveDuels,True,False,L
5,2025-12-12 17:09:44.953000+00:00,2025-12-12 17:13:26.315000+00:00,3678.0,0.0,780257.73,1279684.31,780.26,1279.68,NoMoveDuels,True,False,W
7,2025-12-12 17:13:48.098000+00:00,2025-12-12 17:18:27.733000+00:00,0.0,6000.0,3732544.2,2463237.48,3732.55,2463.24,NoMoveDuels,True,False,L
5,2025-12-12 17:47:06.064000+00:00,2025-12-12 17:51:45.664000+00:00,4380.0,0.0,859431.19,4042032.39,859.43,4042.03,NoMoveDuels,True,False,W
7,2025-12-12 20:49:50.421000+00:00,2025-12-12 20:54:36.047000+00:00,3761.0,0.0,1474598.44,4029969.76,1474.6,4029.97,NoMoveDuels,True,False,W
9,2025-12-12 20:56:28.650000+00:00,2025-12-12 21:03:04.958000+00:00,1020.0,0.0,1796601.42,1894413.65,1796.6,1894.41,NoMoveDuels,True,False,W
5,2025-12-12 21:04:24.999000+00:00,2025-12-12 21:08:19.027000+00:00,3878.0,0.0,1298534.9,6925949.77,1298.53,6925.95,NoMoveDuels,True,False,W
4,2025-12-13 15:41:39.949000+00:00,2025-12-13 15:43:46.816000+00:00,0.0,5062.0,5301069.83,564431.33,5301.07,564.43,NoMoveDuels,True,False,L
7,2025-01-01 00:00:00+00:00,2025-12-13 15:48:57.222000+00:00,523.0,0.0,3417787.88,4423347.07,3417.79,4423.35,NoMoveDuels,True,False,W
5,2025-12-13 16:13:50.607000+00:00,2025-12-13 16:16:10.249000+00:00,6000.0,0.0,596779.18,3032249.57,596.78,3032.25,NoMoveDuels,True,False,W
5,2025-12-13 16:17:02.828000+00:00,2025-12-13 16:22:02.682000+00:00,4948.0,0.0,611419.69,2373884.59,611.42,2373.89,NoMoveDuels,True,False,W
5,2025-12-13 21:50:10.770000+00:00,2025-12-13 21:54:34.351000+00:00,0.0,5679.0,2810808.31,785023.93,2810.81,785.02,NoMoveDuels,True,False,L
11,2025-12-13 21:55:21.173000+00:00,2025-12-13 22:03:33.142000+00:00,1240.0,0.0,1397247.35,950991.72,1397.25,950.99,NoMoveDuels,True,False,W
5,2025-12-13 22:04:31.963000+00:00,2025-12-13 22:08:41.161000+00:00,6000.0,0.0,648660.63,3458390.15,648.66,3458.39,NoMoveDuels,True,False,W
2,2025-12-14 00:25:46.170000+00:00,2025-12-14 00:27:24.107000+00:00,0.0,6000.0,6930501.38,537340.31,6930.5,537.34,NoMoveDuels,True,False,L
3,2025-12-14 00:28:36.574000+00:00,2025-12-14 00:30:39.474000+00:00,0.0,6000.0,2224301.39,603020.32,2224.3,603.02,NoMoveDuels,True,False,L
3,2025-12-14 00:30:59.424000+00:00,2025-12-14 00:33:12.506000+00:00,6000.0,0.0,198378.07,6166213.84,198.38,6166.22,NoMoveDuels,True,False,W
6,2025-12-14 00:33:33.003000+00:00,2025-12-14 00:39:45.040000+00:00,0.0,4562.0,880623.18,525801.1,880.62,525.8,NoMoveDuels,True,False,L
5,2025-12-14 00:40:05.643000+00:00,2025-12-14 00:43:37.938000+00:00,0.0,1936.0,3529216.61,4434271.81,3529.22,4434.27,NoMoveDuels,True,False,L
5,2025-12-14 00:44:25.370000+00:00,2025-12-14 00:47:59.422000+00:00,0.0,6000.0,5761321.34,4286451.29,5761.32,4286.45,NoMoveDuels,True,False,L
3,2025-12-14 00:48:19.577000+00:00,2025-12-14 00:50:19.602000+00:00,0.0,3875.0,2377317.92,3976489.87,2377.32,3976.49,NoMoveDuels,True,False,L
7,2025-12-14 00:50:55.768000+00:00,2025-12-14 00:56:55.933000+00:00,5626.0,0.0,385683.16,1050934.99,385.68,1050.94,NoMoveDuels,True,False,W
8,2025-12-14 00:58:12.867000+00:00,2025-12-14 01:04:51.544000+00:00,2300.0,0.0,3049799.03,5003818.94,3049.8,5003.82,NoMoveDuels,True,False,W
8,2025-12-14 12:55:40.324000+00:00,2025-12-14 13:02:36.016000+00:00,0.0,4119.0,5332565.14,4744874.66,5332.56,4744.87,NoMoveDuels,True,False,L
9,2025-12-14 13:02:58.818000+00:00,2025-12-14 13:11:45.463000+00:00,5298.0,0.0,1070164.59,2701586.1,1070.17,2701.59,NoMoveDuels,True,False,W
6,2025-12-14 22:13:56.842000+00:00,2025-12-14 22:18:15.699000+00:00,0.0,3979.0,1569846.05,3028194.64,1569.85,3028.19,StandardDuels,True,False,L
8,2025-12-14 22:18:45.139000+00:00,2025-12-14 22:24:04.868000+00:00,1445.0,0.0,1783581.69,625298.15,1783.58,625.3,NoMoveDuels,True,False,W
6,2025-12-14 23:47:53.340000+00:00,2025-12-14 23:52:44.177000+00:00,0.0,2082.0,2187453.66,908301.35,2187.46,908.3,NoMoveDuels,True,False,L
6,2025-12-14 23:53:19.366000+00:00,2025-12-14 23:59:18.766000+00:00,3530.0,1433.0,2602923.98,2253601.08,2602.93,2253.6,NoMoveDuels,True,False,W
7,2025-12-15 00:00:47.756000+00:00,2025-12-15 00:05:24.936000+00:00,0.0,2692.0,740884.95,721601.77,740.88,721.6,NoMoveDuels,True,False,L
7,2025-12-15 00:06:26.447000+00:00,2025-12-15 00:10:23.800000+00:00,0.0,5093.0,2407193.45,692716.22,2407.19,692.72,NoMoveDuels,False,False,L
5,2025-12-15 13:57:07.770000+00:00,2025-12-15 14:01:23.037000+00:00,0.0,6000.0,9610385.18,2387961.42,9610.39,2387.96,NoMoveDuels,False,False,L
6,2025-12-15 14:01:45.997000+00:00,2025-12-15 14:05:38.042000+00:00,0.0,2215.0,4998996.33,1953998.35,4999.0,1954.0,NoMoveDuels,False,False,L
3,2025-12-15 14:06:14.885000+00:00,2025-12-15 14:08:49.263000+00:00,6000.0,0.0,376180.34,5126684.39,376.18,5126.68,NoMoveDuels,False,False,W
9,2025-12-15 21:06:59.100000+00:00,2025-12-15 21:13:12.603000+00:00,0.0,4541.0,2497861.08,2143172.13,2497.86,2143.17,NoMoveDuels,False,False,L
6,2025-12-15 21:15:26.865000+00:00,2025-12-15 21:19:49.901000+00:00,0.0,4846.0,2447044.67,523096.41,2447.05,523.1,NoMoveDuels,False,False,L
6,2025-12-18 18:03:06.531000+00:00,2025-12-18 18:07:15.919000+00:00,0.0,5447.0,1721676.14,1142692.86,1721.68,1142.69,NoMoveDuels,False,False,L
9,2025-12-18 18:07:36.460000+00:00,2025-12-18 18:14:02.916000+00:00,0.0,2930.0,823997.71,483351.51,824.0,483.35,NoMoveDuels,False,False,L
7,2025-12-18 18:14:18.176000+00:00,2025-12-18 18:20:34.322000+00:00,1927.0,0.0,647116.63,977164.76,647.12,977.16,NoMoveDuels,False,False,W
9,2025-12-18 18:21:37.900000+00:00,2025-12-18 18:30:17.975000+00:00,5898.0,0.0,2662814.76,2853831.15,2662.82,2853.83,NoMoveDuels,False,False,W
7,2025-12-18 18:30:48.377000+00:00,2025-12-18 18:35:38.157000+00:00,4704.0,0.0,434701.13,904995.29,434.7,905.0,StandardDuels,True,False,W
4,2025-12-18 18:35:58.705000+00:00,2025-12-18 18:38:04.822000+00:00,6000.0,0.0,2532719.72,10081585.37,2532.72,10081.59,StandardDuels,True,False,W
7,2025-12-18 18:40:18.833000+00:00,2025-12-18 18:47:58.477000+00:00,0.0,4999.0,1238884.72,490403.66,1238.89,490.4,StandardDuels,True,False,L
6,2025-12-18 18:48:21.917000+00:00,2025-12-18 18:52:36.503000+00:00,4349.0,0.0,779374.65,3187874.94,779.38,3187.87,StandardDuels,True,False,W
9,2025-12-18 23:01:19.797000+00:00,2025-12-18 23:07:26.589000+00:00,0.0,4813.0,1690495.39,713816.25,1690.5,713.82,NoMoveDuels,False,False,L
7,2025-12-18 23:10:18.059000+00:00,2025-12-18 23:15:59.236000+00:00,4583.0,0.0,763830.67,3298869.46,763.83,3298.87,NoMoveDuels,False,False,W
3,2025-12-18 23:16:21.071000+00:00,2025-12-18 23:18:31.294000+00:00,0.0,6000.0,2321187.98,111626.21,2321.19,111.63,NoMoveDuels,False,False,L
6,2025-12-18 23:19:27.623000+00:00,2025-12-18 23:22:42.166000+00:00,2139.0,0.0,985715.49,961752.76,985.72,961.75,NoMoveDuels,False,False,W
7,2025-12-19 12:42:50.651000+00:00,2025-12-19 12:48:41.533000+00:00,3294.0,0.0,2386140.54,3834938.82,2386.14,3834.94,NoMoveDuels,False,False,W
9,2025-12-19 12:49:27.407000+00:00,2025-12-19 12:57:53.919000+00:00,5393.0,0.0,3567013.87,4072887.01,3567.01,4072.89,NoMoveDuels,False,False,W
8,2025-12-19 12:59:11.858000+00:00,2025-12-19 13:04:57.410000+00:00,0.0,131.0,1630361.39,2725700.89,1630.36,2725.7,StandardDuels,True,False,L
7,2025-12-19 13:05:29.145000+00:00,2025-12-19 13:10:30.331000+00:00,5254.0,0.0,284286.17,891721.75,284.29,891.72,StandardDuels,True,False,W
11,2025-12-19 13:10:58.241000+00:00,2025-12-19 13:20:03.516000+00:00,0.0,1888.0,876023.58,752977.1,876.02,752.98,StandardDuels,True,False,L
9,2025-12-19 13:20:41.124000+00:00,2025-12-19 13:26:50.560000+00:00,192.0,0.0,1638433.72,3518644.57,1638.44,3518.64,StandardDuels,True,False,W
11,2025-12-20 14:28:48.203000+00:00,2025-12-20 14:35:29.417000+00:00,1732.0,0.0,2482565.37,2226024.92,2482.56,2226.03,NoMoveDuels,False,False,W
7,2025-12-20 14:35:44.532000+00:00,2025-12-20 14:41:01.470000+00:00,5403.0,0.0,2692607.8,4971360.98,2692.61,4971.36,NoMoveDuels,False,False,W
7,2025-12-20 14:41:31.167000+00:00,2025-12-20 14:47:47.307000+00:00,0.0,5584.0,1180574.69,2717528.56,1180.58,2717.53,NoMoveDuels,True,False,L
6,2025-12-20 14:48:14.292000+00:00,2025-12-20 14:53:37.727000+00:00,0.0,1066.0,661483.99,478004.84,661.48,478.01,StandardDuels,True,False,L
5,2025-12-20 14:54:54.549000+00:00,2025-12-20 14:58:37.590000+00:00,5864.0,0.0,1002304.5,2871240.18,1002.31,2871.24,NoMoveDuels,True,False,W
4,2025-12-20 14:58:59.984000+00:00,2025-12-20 15:01:42.648000+00:00,0.0,4037.0,3880345.29,764298.33,3880.34,764.3,NoMoveDuels,True,False,L
10,2025-12-21 15:24:57.762000+00:00,2025-12-21 15:33:59.889000+00:00,0.0,2089.0,1899873.17,2447963.62,1899.87,2447.96,NoMoveDuels,True,False,L
9,2025-12-21 15:34:07.048000+00:00,2025-12-21 15:41:40.595000+00:00,2020.0,0.0,2832508.62,3794110.33,2832.51,3794.11,NoMoveDuels,True,False,W
8,2025-12-21 15:46:26.191000+00:00,2025-12-21 15:53:42.144000+00:00,4925.0,0.0,567370.36,764262.15,567.37,764.26,NoMoveDuels,True,False,W
2,2025-12-21 15:54:09.200000+00:00,2025-12-21 15:55:08.559000+00:00,6000.0,0.0,571263.61,13823157.81,571.26,13823.16,NoMoveDuels,True,False,W
6,2025-12-21 15:55:39.710000+00:00,2025-12-21 16:00:31.759000+00:00,3805.0,0.0,2941806.7,4340700.46,2941.81,4340.7,NoMoveDuels,True,False,W
5,2025-12-21 16:01:00.087000+00:00,2025-12-21 16:05:02.421000+00:00,2835.0,0.0,832665.38,4202519.23,832.66,4202.52,NoMoveDuels,True,False,W
10,2025-12-22 12:27:51.673000+00:00,2025-12-22 12:35:50.241000+00:00,0.0,402.0,2756565.86,4528841.91,2756.57,4528.84,NoMoveDuels,False,False,L
5,2025-12-22 12:35:57.984000+00:00,2025-12-22 12:40:19.715000+00:00,2701.0,0.0,608498.34,2508537.21,608.5,2508.54,NoMoveDuels,False,False,W
5,2025-12-22 12:40:29.127000+00:00,2025-12-22 12:44:20.692000+00:00,2874.0,0.0,2515230.12,5649350.59,2515.23,5649.35,NoMoveDuels,False,False,W
7,2025-12-22 12:44:29.160000+00:00,2025-12-22 12:49:59.509000+00:00,0.0,1486.0,3733620.21,3040077.68,3733.62,3040.08,NoMoveDuels,True,False,L
6,2025-12-26 20:11:34.494000+00:00,2025-12-26 20:15:41.233000+00:00,0.0,3195.0,1965312.89,2157862.36,1965.31,2157.86,NoMoveDuels,True,False,L
11,2025-12-28 18:47:35.082000+00:00,2025-12-28 18:55:50.166000+00:00,4044.0,0.0,503672.69,732247.41,503.67,732.25,NoMoveDuels,True,False,W
3,2025-12-28 18:56:14.399000+00:00,2025-12-28 18:59:31.538000+00:00,6000.0,0.0,1220910.64,10170254.41,1220.91,10170.25,NoMoveDuels,True,False,W
3,2025-12-28 18:59:58.105000+00:00,2025-12-28 19:02:37.691000+00:00,0.0,5548.0,6788115.68,249805.39,6788.12,249.81,NoMoveDuels,True,False,L
15,2025-12-28 19:03:01.786000+00:00,2025-12-28 19:14:44.952000+00:00,0.0,272.0,1564643.49,2085895.14,1564.64,2085.9,NoMoveDuels,True,False,L
7,2025-12-28 19:15:39.647000+00:00,2025-12-28 19:21:38.670000+00:00,2414.0,0.0,2189972.36,3137495.04,2189.97,3137.49,NoMoveDuels,True,False,W
3,2025-12-28 19:22:33.406000+00:00,2025-12-28 19:24:56.293000+00:00,6000.0,0.0,899621.65,10748114.79,899.62,10748.11,NoMoveDuels,True,False,W
5,2025-12-28 19:25:16.973000+00:00,2025-12-28 19:28:54.564000+00:00,0.0,2777.0,2270995.79,896036.05,2271.0,896.04,NoMoveDuels,True,False,L
6,2025-12-28 19:29:19.971000+00:00,2025-12-28 19:33:28.990000+00:00,0.0,3901.0,2013834.73,985150.1,2013.83,985.15,NoMoveDuels,True,False,L
7,2025-12-28 19:42:15.594000+00:00,2025-12-28 19:46:08.788000+00:00,0.0,309.0,1013539.84,1229443.12,1013.54,1229.44,NoMoveDuels,True,False,L
6,2025-12-28 19:46:30.503000+00:00,2025-12-28 19:49:52.449000+00:00,0.0,5810.0,2042750.78,1773726.92,2042.75,1773.73,NoMoveDuels,True,False,L
7,2025-12-28 19:51:50.714000+00:00,2025-12-28 19:56:09.434000+00:00,0.0,775.0,890601.69,4631820.87,890.6,4631.82,NoMoveDuels,True,False,L
9,2025-12-28 19:56:27.725000+00:00,2025-12-28 20:02:22.925000+00:00,3614.0,0.0,1699663.7,2289002.38,1699.66,2289.0,NoMoveDuels,True,False,W
10,2025-12-28 20:03:10.922000+00:00,2025-12-28 20:09:55.585000+00:00,3575.0,0.0,907921.95,2846253.2,907.92,2846.25,NoMoveDuels,True,False,W
7,2025-12-28 23:25:49.101000+00:00,2025-12-28 23:31:23.838000+00:00,0.0,4342.0,1132534.49,609358.07,1132.53,609.36,NoMoveDuels,True,False,L
6,2025-12-28 23:32:07.931000+00:00,2025-12-28 23:36:46.108000+00:00,251.0,0.0,876195.96,828149.45,876.2,828.15,NoMoveDuels,True,False,W
6,2025-12-29 13:49:13.924000+00:00,2025-12-29 13:53:09.388000+00:00,1322.0,0.0,4115926.67,2826215.83,4115.93,2826.22,NoMoveDuels,True,False,W
6,2025-12-29 21:20:29.581000+00:00,2025-12-29 21:25:37.275000+00:00,0.0,4723.0,3540750.28,647573.43,3540.75,647.57,NoMoveDuels,False,False,L
6,2025-12-29 22:22:19.092000+00:00,2025-12-29 22:26:25.765000+00:00,0.0,4090.0,2797181.59,2277722.67,2797.18,2277.72,NoMoveDuels,False,False,L
5,2026-01-04 00:01:18.057000+00:00,2026-01-04 00:04:31.474000+00:00,5614.0,0.0,454347.16,965806.31,454.35,965.81,NoMoveDuels,True,False,W
3,2026-01-04 00:10:18.975000+00:00,2026-01-04 00:14:44.437000+00:00,0.0,6000.0,6228141.62,1384818.94,6228.14,1384.82,NoMoveDuels,True,False,L
